qkey,device_type_w144,smuse_a_w144,smuse_c_w144,smuse_d_w144,smuse_i_w144,smuse2_a_w144,smuse2_c_w144,smuse2_d_w144,smuse2_i_w144,socialnews2_a_w144,socialnews2_c_w144,socialnews2_d_w144,socialnews2_i_w144,fbwhy_a_w144,fbwhy_b_w144,fbwhy_c_w144,fbwhy_d_w144,fbwhy_e_w144,fbwhy_f_w144,fbwhy_g_w144,fbdemocracy_w144,fbsource_a_w144,fbsource_b_w144,fbsource_c_w144,fbsource_d_w144,fbsource_e_w144,fbtype_a_w144,fbtype_b_w144,fbtype_c_w144,fbtype_d_w144,fbacc_w144,fbinfluence_w144,fbelse_w144,fbworn_w144,fbharass_w144,fbshare_w144,fbsharepol_w144,fbwhysp_a_w144,fbwhysp_b_w144,fbwhysp_c_w144,fbwhysp_d_w144,fbwhyntsp_a_w144,fbwhyntsp_b_w144,fbwhyntsp_c_w144,fbwhyntsp_d_w144,fbseepol_w144,fbpolideo_w144,fbfreeexp_w144,igwhy_a_w144,igwhy_b_w144,igwhy_c_w144,igwhy_d_w144,igwhy_e_w144,igwhy_f_w144,igwhy_g_w144,igdemocracy_w144,igsource_a_w144,igsource_b_w144,igsource_c_w144,igsource_d_w144,igsource_e_w144,igtype_a_w144,igtype_b_w144,igtype_c_w144,igtype_d_w144,igacc_w144,iginfluence_w144,igelse_w144,igworn_w144,igharass_w144,igshare_w144,igsharepol_w144,igwhysp_a_w144,igwhysp_b_w144,igwhysp_c_w144,igwhysp_d_w144,igwhyntsp_a_w144,igwhyntsp_b_w144,igwhyntsp_c_w144,igwhyntsp_d_w144,igseepol_w144,igpolideo_w144,igfreeexp_w144,xtwhy_a_w144,xtwhy_b_w144,xtwhy_c_w144,xtwhy_d_w144,xtwhy_e_w144,xtwhy_f_w144,xtwhy_g_w144,xtdemocracy_w144,xtsource_a_w144,xtsource_b_w144,xtsource_c_w144,xtsource_d_w144,xtsource_e_w144,xttype_a_w144,xttype_b_w144,xttype_c_w144,xttype_d_w144,xtacc_w144,xtinfluence_w144,xtelse_w144,xtworn_w144,xtharass_w144,xtshare_w144,xtsharepol_w144,xtwhysp_a_w144,xtwhysp_b_w144,xtwhysp_c_w144,xtwhysp_d_w144,xtwhyntsp_a_w144,xtwhyntsp_b_w144,xtwhyntsp_c_w144,xtwhyntsp_d_w144,xtseepol_w144,xtpolideo_w144,xtfreeexp_w144,ttwhy_a_w144,ttwhy_b_w144,ttwhy_c_w144,ttwhy_d_w144,ttwhy_e_w144,ttwhy_f_w144,ttwhy_g_w144,ttdemocracy_w144,ttsource_a_w144,ttsource_b_w144,ttsource_c_w144,ttsource_d_w144,ttsource_e_w144,tttype_a_w144,tttype_b_w144,tttype_c_w144,tttype_d_w144,ttacc_w144,ttinfluence_w144,ttelse_w144,ttworn_w144,ttharass_w144,ttshare_w144,ttsharepol_w144,ttwhysp_a_w144,ttwhysp_b_w144,ttwhysp_c_w144,ttwhysp_d_w144,ttwhyntsp_a_w144,ttwhyntsp_b_w144,ttwhyntsp_c_w144,ttwhyntsp_d_w144,ttseepol_w144,ttpolideo_w144,ttfreeexp_w144,f_metro,f_agecat,f_gender,f_educcat,f_educcat2,f_racethnmod,f_marital,f_party_final,f_partyln_final,f_partysum_final,f_partysumideo_final,f_reg,f_inc_sdt1,f_ideo,f_intfreq,f_inc_tier2
201801121112,1,1,2,1,1,2,,4,3,1,,2,2,2,3,3,2,1,1,1,3,1,1,2,2,2,1,1,1,1,2,2,1,3,1,1,5,,,,,1,1,1,1,4,4,2,3,3,1,1,1,1,1,3,,,,,,1,2,2,2,,,,,1,1,5,,,,,1,1,1,1,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,2,3,2,3,,,,,,2,2,1,2,,,,,2,1,5,,,,,1,1,1,1,4,4,1,1,2,2,2,4,1,1,1,,1,2,1,2,3,1,1
690567,2,1,2,1,2,6,,5,,2,,1,,3,3,3,2,2,2,3,3,,,,,,1,2,1,2,,,,,2,2,,,,,,,,,,3,3,2,2,2,3,2,2,2,3,1,1,2,2,2,2,1,2,1,1,3,3,2,1,2,2,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,99,99,99,1,3,1,1,1,1,99,2,2,99
201901026734,2,1,2,1,2,4,,4,,2,,2,,3,3,3,2,1,1,3,3,,,,,,1,1,1,2,,,,,99,1,5,,,,,3,1,3,3,3,4,99,3,3,3,3,3,2,3,3,,,,,,2,2,1,2,,,,,99,1,5,,,,,3,1,3,3,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,6,2,3,2,,2,9,1,9,99,1,2
690640,1,1,1,1,1,3,3,3,3,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,1,2,2,2,,,,,,1,1,1,1,,,,,1,1,5,,,,,1,3,3,3,3,3,2,1,1,2,2,3,2,2,1,1,2,1,2,1,1,1,1,1,2,1,3,2,1,2,,,,,,,,,,3,4,1,2,2,2,1,3,2,2,2,1,2,1,2,1,1,1,1,1,4,2,1,3,1,1,5,,,,,2,3,3,3,3,3,1,1,2,1,1,5,1,1,2,,2,3,1,9,3,1,2
201801128214,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,6,1,1,1,,1,2,1,4,3,2,2
201501644831,2,2,1,2,2,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,3,3,3,3,1,2,2,2,1,2,1,1,1,5,1,1,4,1,2,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,5,1,1,4,1,1,1,1,9,1,2,2
201801146743,2,1,2,2,2,2,,,,1,,,,2,3,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,5,,,,,2,3,2,3,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,2,1,5,1,,1,1,1,1,2,1,1
202101002638,1,1,2,1,1,1,,4,4,1,,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,3,2,1,4,1,2,3,2,,,,,3,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,3,2,1,3,1,2,3,2,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,1,1,2,3,1,,,,,,1,1,1,1,,,,,2,1,5,,,,,3,3,1,3,3,1,1,1,2,2,2,4,3,2,2,,2,3,1,6,3,1,2
201801150850,2,1,2,2,2,2,,,,1,,,,3,3,2,1,2,1,3,3,2,1,1,1,1,1,1,1,1,2,2,3,3,2,1,4,2,3,2,2,,,,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,5,1,3,4,1,1,1,1,1,1,1,2
202001002939,1,1,2,2,2,2,,,,2,,,,3,3,3,2,2,2,3,2,,,,,,1,2,1,2,,,,,2,2,,,,,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,2,3,1,3,1,,1,2,3,1,3,2,1
202301000877,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,6,5,1,2,,2,3,1,9,3,2,3
202201007200,2,1,2,2,1,1,,,2,1,,,2,2,2,2,2,1,1,3,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,3,1,3,3,3,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,1,3,1,1,1,,,,,,1,1,1,1,,,,,3,1,5,,,,,3,1,1,2,4,4,1,1,1,2,2,3,3,1,4,1,1,2,2,1,3,1,1
202001017138,2,2,2,1,1,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,5,,,,,3,3,3,3,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,3,2,3,3,1,2,,,,,,,,,,3,4,1,1,1,2,3,2,3,1,2,,2,4,2,3,4,1,1
201801028729,2,1,2,2,2,2,,,,2,,,,3,3,3,1,1,2,3,2,,,,,,2,1,1,1,,,,,1,2,,,,,,,,,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,5,3,1,1,,1,1,1,9,1,2,3
190961,2,1,2,1,1,2,,2,2,2,,2,2,3,3,3,2,1,2,3,2,,,,,,2,2,2,2,,,,,1,1,5,,,,,3,1,1,3,5,,2,3,3,3,2,1,3,3,2,,,,,,2,2,2,2,,,,,1,1,5,,,,,3,1,1,1,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,1,3,3,2,,,,,,2,2,2,2,,,,,1,2,,,,,,,,,,5,,2,1,3,2,3,2,1,1,1,,1,1,1,2,2,2,1
201801072665,2,1,2,2,2,5,,,,2,,,,2,3,2,2,1,3,3,3,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,6,5,1,3,2,2,4,1,1,4,1,1
202001003481,2,1,2,1,1,2,,3,2,1,,2,1,2,2,3,1,1,1,3,1,1,1,2,1,2,1,1,1,1,3,2,2,3,2,1,5,,,,,2,3,1,1,3,2,1,3,3,3,1,3,3,3,3,,,,,,2,2,2,2,,,,,3,1,5,,,,,3,1,1,1,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,3,2,2,1,2,2,1,2,1,1,1,1,1,3,3,3,3,2,2,,,,,,,,,,4,2,1,2,1,2,1,5,1,1,4,2,2,3,1,8,3,1,2
201801144776,2,1,2,2,1,4,,,4,2,,,2,3,3,3,3,1,3,2,1,,,,,,1,2,1,2,,,,,99,2,,,,,,,,,,5,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,3,1,1,99,,,,,,1,2,1,1,,,,,99,1,4,3,3,3,3,,,,,4,3,99,1,3,2,1,5,2,1,3,99,9,9,1,9,3,2,3
201701675153,2,1,2,2,2,2,,,,2,,,,3,3,3,2,1,2,3,2,,,,,,2,1,1,2,,,,,2,1,5,,,,,3,1,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,2,3,1,3,1,,1,1,3,9,2,2,2
201801089792,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,2,1,1,1,,1,1,1,1,2,1,1
202201052158,2,1,2,1,2,3,,2,,2,,2,,3,3,2,1,1,1,2,1,,,,,,1,1,1,2,,,,,1,1,4,2,2,3,2,,,,,4,2,1,3,3,3,1,3,3,2,1,,,,,,1,2,2,2,,,,,2,1,5,,,,,3,1,3,3,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,2,4,2,4,4,2,2,4,1,3,4,1,2
201801113022,2,1,1,2,2,2,2,,,1,1,,,3,3,3,2,1,2,3,3,2,1,2,1,2,1,2,2,1,3,4,1,4,3,1,5,,,,,3,3,1,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,2,2,1,1,2,1,1,1,1,1,1,99,3,2,2,5,3,1,4,2,2,2,2,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,5,1,1,1,,1,1,1,3,2,1,2
202101000105,2,1,2,2,2,2,,,,1,,,,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,3,1,3,4,1,1,5,,,,,3,1,1,3,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,3,2,3,1,2,,2,3,1,5,3,2,2
201801052144,2,1,2,2,1,1,,,3,1,,,2,1,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,4,1,1,5,,,,,3,3,3,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,3,3,3,3,,,,,,1,2,1,2,,,,,2,2,,,,,,,,,,4,4,1,2,2,2,3,2,2,2,2,,2,3,1,2,3,1,1
201801107182,1,1,1,2,2,2,6,,,1,2,,,2,2,3,2,1,2,3,3,1,1,2,2,2,1,1,1,1,2,1,3,3,3,1,4,1,2,2,1,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,2,3,3,,,,,,1,1,1,1,,,,,2,1,3,2,3,2,2,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,6,1,1,3,1,1,1,1,5,1,1,2
640059,2,1,1,1,2,4,3,2,,2,1,2,,2,2,2,2,1,2,3,2,,,,,,1,1,1,2,,,,,2,1,4,3,2,2,1,,,,,3,2,1,2,2,2,1,1,1,2,2,,,,,,1,1,1,1,,,,,2,1,4,2,3,2,2,,,,,3,2,1,2,2,1,1,3,1,3,2,1,1,2,2,1,1,1,1,2,3,2,3,4,2,2,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,6,1,1,1,,1,1,1,9,2,1,3
202301000269,2,1,2,1,1,3,,6,2,1,,2,1,2,2,2,1,1,1,3,3,1,1,2,1,1,1,1,1,1,3,3,1,4,2,1,5,,,,,3,2,3,3,3,4,1,3,3,2,1,2,2,3,3,,,,,,2,2,1,2,,,,,3,1,5,,,,,3,3,3,3,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,3,2,3,3,1,2,1,2,1,1,1,1,1,5,2,1,3,1,1,5,,,,,3,3,3,2,3,3,1,1,2,1,3,2,5,1,1,,1,2,3,3,3,1,1
201801178898,3,1,2,1,2,2,,3,,1,,2,,1,1,2,1,1,1,2,3,1,1,2,1,1,2,1,1,1,3,1,2,4,2,1,5,,,,,1,2,2,3,3,4,1,3,3,3,2,1,2,3,3,,,,,,2,2,2,2,,,,,2,1,5,,,,,1,2,1,3,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,3,1,1,1,,1,1,1,9,2,2,2
201801091024,1,1,1,2,2,3,2,,,2,2,,,3,3,2,2,2,2,3,2,,,,,,1,1,1,2,,,,,1,2,,,,,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,3,3,1,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,2,1,1,1,,1,1,1,4,2,2,2
201801070419,2,1,2,1,2,3,,6,,1,,2,,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,4,1,2,,,,,,,,,,3,4,1,3,3,2,1,2,2,2,1,,,,,,1,1,2,2,,,,,1,2,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,2,3,5,1,1,,1,1,1,99,2,3,99
202201015598,2,1,1,2,2,2,6,,,1,1,,,2,2,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,2,3,2,3,1,1,3,1,1,2,1,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,1,3,3,1,2,1,2,1,1,1,1,1,2,1,2,5,2,2,,,,,,,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,2,2,4,2,,2,3,1,1,2,1,1
201801119163,2,2,1,2,2,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,3,3,3,1,1,1,2,2,1,1,1,1,1,3,2,2,3,2,2,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,5,1,1,1,,1,1,1,9,2,1,2
202301000703,2,2,2,1,2,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,1,1,3,3,,,,,,2,2,2,2,,,,,2,1,4,2,2,3,1,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,5,6,4,1,1,2,3,6,3,1,2
328603,2,2,1,1,1,,3,2,3,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,1,1,2,1,,,,,,1,1,1,2,,,,,2,1,5,,,,,2,3,1,3,4,4,1,2,3,2,1,3,1,3,3,1,2,2,1,1,1,1,1,1,2,2,1,3,2,2,,,,,,,,,,2,3,1,3,3,3,1,3,3,3,3,,,,,,1,2,1,2,,,,,1,2,,,,,,,,,,4,3,1,1,3,2,1,6,1,6,3,2,2,3,1,9,3,2,3
201901024607,2,1,1,2,2,3,3,,,2,1,,,3,3,3,2,1,2,3,2,,,,,,1,1,1,2,,,,,1,1,5,,,,,2,1,1,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,2,3,2,3,1,1,2,2,2,2,2,1,1,1,5,3,1,4,3,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,3,1,2,1,,1,1,1,2,1,1,1
719124,2,1,1,1,2,6,6,3,,2,2,1,,3,3,3,3,1,3,3,1,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,3,2,1,2,2,2,1,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,3,2,1,2,,,,,,,,,,3,2,1,3,3,3,2,3,1,3,1,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,5,1,1,3,1,1,1,1,9,2,2,2
201701621299,1,2,1,2,2,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,3,2,1,1,2,1,2,1,1,1,1,3,1,3,3,1,1,3,2,2,1,2,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,6,1,1,2,,2,4,2,9,4,1,2
201801009233,2,1,2,1,2,1,,2,,2,,2,,3,3,3,3,1,2,3,1,,,,,,1,1,1,1,,,,,2,1,4,3,3,2,1,,,,,3,3,1,3,3,3,2,2,1,3,1,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,6,1,1,2,,2,4,3,9,5,1,3
202001021737,2,1,1,1,2,3,6,3,,2,2,2,,2,3,2,2,1,1,2,1,,,,,,1,1,1,1,,,,,2,1,5,,,,,2,1,1,2,3,2,1,3,3,2,2,2,2,3,3,,,,,,1,1,1,2,,,,,2,1,5,,,,,1,1,1,2,4,3,1,3,3,1,3,2,2,3,2,,,,,,2,1,1,1,,,,,1,2,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,6,1,1,3,1,1,2,1,9,3,1,3
202201012009,1,1,1,1,1,2,5,3,5,2,2,2,2,3,3,3,2,99,2,3,1,,,,,,2,1,1,1,,,,,2,1,5,,,,,1,3,2,3,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,2,2,3,1,,,,,,1,1,1,2,,,,,2,2,,,,,,,,,,4,4,1,3,3,3,1,3,3,2,3,,,,,,2,2,1,2,,,,,2,2,,,,,,,,,,4,4,1,1,3,1,1,5,2,1,3,2,2,3,1,9,3,2,3
706169,2,1,2,2,1,2,,,3,2,,,2,3,3,3,1,1,1,3,3,,,,,,1,1,1,1,,,,,2,1,3,3,2,3,3,,,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,3,3,2,3,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,4,3,1,1,2,2,3,2,1,1,3,1,1,2,1,2,3,2,1
201801163060,2,1,1,1,2,4,4,6,,2,1,2,,3,3,3,1,1,1,3,3,,,,,,1,1,1,2,,,,,2,1,3,3,3,3,2,,,,,4,2,2,3,3,3,3,3,3,3,3,,,,,,2,2,2,2,,,,,3,2,,,,,,,,,,5,,2,2,2,3,1,3,1,2,1,1,2,2,1,1,1,1,1,1,4,3,2,4,3,1,4,1,3,1,2,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,3,1,1,1,,1,1,1,8,1,1,2
201901000848,2,1,2,2,2,1,,,,1,,,,3,3,1,2,2,3,2,2,2,1,1,2,2,1,1,1,2,3,2,3,3,2,1,5,,,,,1,2,2,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,2,1,2,2,,2,3,1,2,3,1,1
201901035815,2,1,2,1,2,3,,3,,2,,2,,3,3,3,3,2,3,3,2,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,2,1,2,3,3,3,2,3,3,3,2,,,,,,1,2,2,1,,,,,1,2,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,5,3,6,2,,2,3,1,2,3,1,1
201501218773,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,6,1,1,2,,2,3,1,9,3,1,3
186444,2,1,2,2,2,3,,,,2,,,,3,3,3,2,1,3,2,2,,,,,,1,1,1,1,,,,,3,1,4,3,3,3,3,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,3,1,3,1,,1,2,1,1,3,2,1
202101004090,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,5,1,1,1,,1,1,1,3,2,2,2
304871,2,1,2,2,2,2,,,,2,,,,3,3,3,3,3,3,3,2,,,,,,2,1,2,1,,,,,99,2,,,,,,,,,,99,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,2,3,1,1,1,,1,1,1,9,1,2,2
201801148386,2,1,2,1,2,2,,2,,2,,2,,3,3,3,2,1,2,3,3,,,,,,1,1,1,1,,,,,2,1,4,3,2,3,2,,,,,4,3,1,3,3,3,1,2,1,2,1,,,,,,1,1,1,1,,,,,2,1,4,3,2,3,2,,,,,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,5,1,1,4,1,1,2,1,9,3,1,2
201501226544,1,1,2,2,2,5,,,,2,,,,3,3,99,3,2,3,3,2,,,,,,1,2,1,2,,,,,1,2,,,,,,,,,,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,5,1,6,1,,1,1,1,99,2,2,99
201801155599,1,1,1,1,2,4,3,4,,2,1,2,,3,3,3,3,1,2,3,3,,,,,,1,1,1,2,,,,,2,2,,,,,,,,,,4,3,1,3,3,3,2,3,1,3,3,,,,,,1,1,2,2,,,,,2,2,,,,,,,,,,4,3,1,1,1,3,3,3,3,3,3,1,2,1,2,2,1,1,1,1,3,3,3,3,1,2,,,,,,,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,5,1,1,2,,2,4,1,9,5,2,3
